timestamp,session_id,turn,eou_delay,llm_ttft,tts_ttfb,total
1782970936,b7b29b38-2dba-4ec0-841a-903a5a308282,8,0.300,1.177,0.261,1.738
1782970948,b7b29b38-2dba-4ec0-841a-903a5a308282,9,0.300,1.156,0.250,1.706
1782970960,b7b29b38-2dba-4ec0-841a-903a5a308282,10,0.301,0.664,0.271,1.236
1782970972,b7b29b38-2dba-4ec0-841a-903a5a308282,11,0.305,0.593,0.240,1.138
1782971001,b7b29b38-2dba-4ec0-841a-903a5a308282,12,0.308,0.580,0.284,1.172
1782979683,79c369e7-8d13-4ffe-b12a-ec19f1ce4885,1,0.301,1.417,0.251,1.969
1782979694,79c369e7-8d13-4ffe-b12a-ec19f1ce4885,2,0.301,0.479,0.247,1.027
1782979706,79c369e7-8d13-4ffe-b12a-ec19f1ce4885,3,0.302,0.693,0.257,1.252
1782979729,79c369e7-8d13-4ffe-b12a-ec19f1ce4885,4,0.302,1.098,0.419,1.818
1782979753,79c369e7-8d13-4ffe-b12a-ec19f1ce4885,5,0.302,0.829,0.261,1.391
1782979777,79c369e7-8d13-4ffe-b12a-ec19f1ce4885,6,0.301,0.519,0.350,1.170
1782979794,79c369e7-8d13-4ffe-b12a-ec19f1ce4885,7,0.301,0.561,0.280,1.142
1782979811,79c369e7-8d13-4ffe-b12a-ec19f1ce4885,8,0.301,1.405,0.269,1.975
1782979827,79c369e7-8d13-4ffe-b12a-ec19f1ce4885,9,0.300,0.771,0.271,1.342
1782979839,79c369e7-8d13-4ffe-b12a-ec19f1ce4885,10,0.300,0.466,0.289,1.055
1782979851,79c369e7-8d13-4ffe-b12a-ec19f1ce4885,11,0.301,0.905,0.251,1.457
